Key,DOI,Title,Abstract Note,Qixiang
SFEBGEH5,10.1016/j.envpol.2019.113734,"Occurrence of microplastics in gastrointestinal tracts and gills of fish from Beibu Gulf, South China Sea","The main finding of the work: This study documented microplastics was considerably low in commercial fish collected from Beibu Gulf, South China Sea. ?? 2019 Elsevier Ltd Microplastics are widespread across the global oceans, yet the potential risks of the ubiquitous environmental contaminant to marine organisms has been less known. Accumulation of microplastics and associated contaminants in marine fish, may pose adverse impacts to human health via seafood consumption. This study evaluated microplastic contamination in 24 fish species collected from Beibu Gulf, one of the world's largest fishing grounds in South China Sea. Microplastics were detected in 12 fish species at an abundance of 0.027?€?1.000 items individual???1 and found in fish stomach, intestines and gills with the count percentage of 57.7%, 34.6% and 7.7%, respectively. Transparent fibers were observed as the predominant microplastics, which might be ingested accidently by fish or transferred through other animals at lower trophic levels. Majority of microplastics were identified as polyester (44%) and nylon (38%), whereas polypropylene (6%), polyethylene (6%), and acrylics (6%) were also found. Relatively, higher microplastic abundances were found in demersal fish compared to the pelagic species. Overall, the abundance of microplastics was documented as relatively low in the commercial fish collected from the open water of Beibu Gulf, South China Sea. ?? 2019 Elsevier Ltd",
H4KY6AQN,10.1016/j.marpolbul.2020.110918,Chemical composition of microplastic in sediments and protected detritivores from different marine habitats (Salina Island),"This study estimates chemical composition of microplastic in sediments and benthic detritivores (sea cucumbers) collected from different marine rocky bottom habitat types (bank, landslide, cliff) of Salina Island (Aeolian Archipelago, Italy). Also, species richness and bottom coverings by benthic species were recorded at each sampling station. Correlations among chemical composition of microplastic in sediments and in detritivores were explored linking recorded variability to the factor ?€?habitat type?€?. Results evidence that the habitat types considered in this study are characterized by wide species richness and by high percentages of bottom coverage by protected species by international conventions. In spite of the high ecological value of habitats considered in this study, microplastics were recorded both in sediments (PVC, PET, PE, PS, PA, PP) and in stomach contents of sea cucumbers (PET, PA) collected in all sampling sites, confirming the exposure of benthic species to microplastic pollution. ?? 2020 Elsevier Ltd",
ZFIMIGEH,10.1016/j.marpolbul.2020.110894,Transfer dynamic of macroplastics in estuaries ?€? New insights from the Seine estuary: Part 1. Long term dynamic based on date-prints on stranded debris,"Rivers are a major pathway for plastics between lands and the ocean. At the land-ocean interface, estuaries make the transfer dynamic of plastics complex and nonlinear. That is why very little is known about this dynamic. In this respect, a specific marker (i.e. Microlax packaging) showing date-prints was systematically investigated in different riverbanks of the Seine estuary to identify the share of ?€?old?€? and ?€?recent?€? litter transiting through the estuary toward the ocean. Up to 70% of Microlax were ?€?old?€? plastic items probably related to the meandering dynamic of the river over large time and space scales, and hydrodynamic conditions (tides) at smaller scales. This contributes together to increase the residence time of plastics into the estuary up to decades with almost endless transport, deposit and remobilization cycles. Consequently, the Seine estuary may function as a ?€?microplastic factory?€? resulting from the fragmentation of macroplastics into microplastics well before they reach the ocean. ?? 2020 Elsevier Ltd",
L2S9J8UN,10.1016/j.marpolbul.2019.110880,Microplastics in Kuwait marine environment: Results of first survey,"Microplastic pollution status in Kuwait coastal areas was assessed A total of 44 intertidal locations were sampled for beach sediment. Short trawls (40) were conducted. In addition, 87 fish and mussels gastrointestinal contents were examined. Microplastics were characterized by Raman spectroscopy. Contrary to the expectation very few microplastic particles were found. Only 37 MPs were detected in beach sediments at 15 locations. Seawater trawls indicated that MPs were low in the numbers. MPs were found in just two samples from Kuwait Bay and also in two samples from the southern areas. In biota, only 3 pieces of plastics were recovered from gastrointestinal tracks of hamour fish. The identified MPs were dominantly polypropylene, polyethylene and polystyrene. It appeared that the microplastic levels in sediment, water and biota were much lower compared to published values from adjoining areas, however, were comparable to the absolute numbers of particles from Qatar and Oman. ?? 2020 Elsevier Ltd",
5Z3P2LIY,10.3390/jmse8030216,Knowledge about microplastic in mediterranean tributary river ecosystems: Lack of data and research needs on such a crucial marine pollution source,"Plastic debris occurring in freshwater environments, which can either come from the surrounding terrestrial areas or transported from upstream, has been identified as one of the main sources and routes of plastic pollution in marine systems. The ocean is the final destination of land-based microplastic sources, but compared to marine environments, the occurrence and effects of microplastics in freshwater ecosystems remain largely unknown. A thorough examination of scientific literature on abundance, distribution patterns, and characteristics of microplastics in freshwater environments in Mediterranean tributary rivers has shown a substantial lack of information and the need to apply adequate and uniform measurement methods. ?? 2020 by the authors.",
5TUGM73P,10.1016/j.marpolbul.2020.110883,"Microplastic accumulation in a Zostera marina L. bed at Deerness Sound, Orkney, Scotland","Seagrasses have global distribution and are highly productive and economically valuable habitats. They are sensitive and vulnerable to a range of human-induced pressures, including ongoing exposure to marine litter, such as microplastic particles (<5 mm). In this study, a Zostera marina bed in Deerness Sound, Orkney was selected to determine whether microplastics accumulate in seagrass beds and adhere to seagrass blades. Sediment, seagrass blade, biota and seawater samples were collected. 280 microplastic particles (0.04 to 3.95 mm (mean = 0.95 mm ?? 0.05 SE)) were observed in 94% of samples collected (n = 111). These were visually categorised into type (fibre, flake, fragment) and colour, and 50 were successfully identified as plastic using ATR-FTIR. Fibres contributed >50% of the total microplastics observed across all samples. This is the first known study on Z. marina to describe microplastic loading within a seagrass bed and to identify microplastic adherence to seagrass blades. ?? 2020 Elsevier Ltd",
YBCAMGYZ,10.1016/j.marpolbul.2020.110920,Microplastics in fishes of commercial and ecological importance from the Western Arabian Gulf,"Microplastic particles (MPs) in the gastrointestinal tracts of nine fish species of commercial importance from different habitats (coastal, pelagic, and reef-associated) in the Saudi EEZ of the Arabian Gulf were quantified and classified. A total of eight MPs were retrieved from a total of 140 individual fish examined, with an average of 0.057 ?? 0.019 microplastic items per fish (excluding possible plastic fibers). On average, 5.71%, of the fish dissected contained MPs, ranging from 5 to 15% of individual fish examined containing MPs among species (Siganus canaliculatus and Rastrelliger kanagurta, respectively). Ingested plastic consisted primarily of fishing threads (1.04 ?? 0.06 mm), followed by fragments (1.16 ?? 0.11 mm). It is likely that the fibers, originated from the fisheries, recreational boating, laundry, domestic wastewater, and other human activities, which is also widespread and abundant (found in 58.58% of the fish studied). Polyethylene (PE) and polypropylene (PP) were identified as the most abundant polymers ingested by the fishes. There was no significant difference (p < 0.05) between the presence of microplastic in fish depending on their habitat. The prevalence of MPs is relatively low compared to those in other regions, despite the massive industrialization of the Saudi Arabian Gulf. ?? 2020 Elsevier Ltd",
AIBMI8PQ,10.1016/j.ecolind.2019.105921,Do nanoplastics impact the ability of the polychaeta Hediste diversicolor to regenerate?,"For decades the oceans have been a sink for plastic debris. Over the years several studies have been focused on the effects of macro- and microplastics on vertebrates, but few have had benthic invertebrates as their research subject or studied small-sized plastic particles of sizes below 100 nm. The aim of this study was to understand the effect of waterborne 100 nm polystyrene nanoplastics (PS NPs, 0.0005?€?5 mg/L) on the regenerative capacity of the marine polychaeta Hediste diversicolor, a keystone species in intertidal and coastal environments with high ecological and economic importance. Results showed that PS NPs tend to aggregate/agglomerate along the exposure time and induce significant decreases on the regenerative capacity of these organisms at higher concentrations (0.005?€?5 mg/L). This study highlighted the potential consequences of the presence of NPs to organisms, supporting the need for further studies. ?? 2019 Elsevier Ltd",
FJ2RFS8T,10.1016/j.scitotenv.2019.135681,Nano-plastics induce aquatic particulate organic matter (microgels) formation,"The pervasive presence of plastic waste in the aquatic environment is widely viewed as one of the most serious environmental challenges for current and future generations. Microplastics ultimately degrade into nano and smaller-sizes. In turn, their biological and ecological impacts become more complicated and ambiguous. Nano-plastic particles travel from freshwater systems to estuarine and oceanic regions, during which they can interact with dissolved organic matter (DOM) to form microgels. Microgel formation is ubiquitous in aquatic systems, serving as a shunt between DOM and particulate organic matter (POM), as well as playing key roles in particle aggregation/sedimentation and pollutant transport. Currently the influences and mechanisms of the aggregation behavior and environmental fate of nano-plastics in different aquatic environments is poorly understood. Here, we report that 25 nm polystyrene nano-particles in lake and river water can promote POM (microgel) formation and accelerate the DOM?€?POM transition. We also adjusted various salinities of water samples to simulate scenarios based on plastic transport in waters flowing from rivers to seas. The results indicate polystyrene nanoparticles can interact with organic matter to form large organic particles, which may undergo further settling in response to specific salinity levels. Polystyrene-induced microgel formation appears to involve the hydrophobic interactions between plastics and DOM. Our data provides much needed information for modeling and understanding the retention and sedimentation of nano-plastics. We show that nano-plastics alter the DOM?€?POM shunt to cause unanticipated perturbations in the functionality of aquatic ecosystems. ?? 2019 Elsevier B.V.",
HIPEWY2M,10.1016/j.marpolbul.2020.110919,Low microalgae availability increases the ingestion rates and potential effects of microplastics on marine copepod Pseudodiaptomus annandalei,"Microplastics have aroused great concern for their potential threats to marine organisms. This study investigated the interaction between three sizes of microplastics (0.5, 2, and 10 ??m) and the marine copepod Pseudodiaptomus annandalei under two different microalgae concentrations (1 ?? 103 and 1 ?? 105 cells/mL). The results revealed that low microalgae supply increased microplastic ingestion through enhancing the encounter rates, and moreover increased the retention time of 0.5 ??m microplastics. When the microalgae concentration was 1 ?? 103 cells/mL, 0.5 ??m microplastics could be observed in the copepods after depuration in clear seawater for 24 h, but almost totally excreted at 1 ?? 105 cells/mL of microalgae. In addition, 0.5 ??m microplastics induced significant effects on the ingestion of microalgae by P. annandalei both after 24 h of exposure and depuration. These results suggest that low microalgae availability may increase the ingestion and retention of microplastics in marine copepods, which might increase the ecological risk of microplastics. ?? 2020 Elsevier Ltd",
DNVQAUHT,10.1016/j.marpolbul.2020.110916,Occurrence and distribution of microplastics in surface sediments from the Gulf of Thailand,"This study investigated the distribution and characteristics of microplastics in surface sediments of the Gulf of Thailand (GoT), and discussed the correlation between sediment grain size and microplastic content. The results indicate the abundance of microplastics is 150.4 ?? 86.2 pieces/kg dry weight, representing a medium microplastic pollution level compared to other sea areas. Small microplastics (0.5?€?1 mm) take up >70% of total microplastic numbers. Fibrous microplastics are the dominant component of microplastics. According to micro-Fourier transform infrared spectroscopy, rayon (37%) and polyester (PES: 16%) are the most typical polymer types found in sediments. The results imply that secondary microplastics are the dominant pollutant, while fibrous microplastics are mainly from municipal sewage discharge. We also find that inconspicuous correlation between grain size and microplastics, which is caused by the multi-sources and different flow field. This study deepens our understanding of the environmental risks posed by microplastics to marine ecosystems in the GoT. ?? 2020 Elsevier Ltd",
RLP78MKH,10.1016/j.marenvres.2020.104887,Microplastics impair the feeding performance of a Mediterranean habitat-forming coral,"The impact of plastic debris, and in particular of microplastics (here referred as particles smaller than 5 mm) on aquatic environments has now become a topic of raising concern. Microplastics are particularly abundant in the Mediterranean Sea, potentially exerting substantial pressures on marine organisms at different levels of organization. Ingestion of microplastics has been observed in a large number of marine species. The aim of this work is to test if microplastics produce a feeding impairment in Astroides calycularis, a shallow water, habitat-forming coral endemic to the Mediterranean Sea. Our findings suggest a lack of any avoidance mechanism allowing the polyps to discern between food items and microplastics when occurring simultaneously. Moreover, polyps spend a considerable amount of time on handling microplastic particles. As a consequence, microplastics impair the feeding efficiency in A. calycularis, since polyps may not be fully able to profit from the drifting plankton aggregations. Therefore, we suggest that microplastics can cause a reduction of fitness in A. calycularis, and presumably also in other species characterized by suspension feeding strategy. ?? 2020 Elsevier Ltd",
ZCRR7DEJ,10.1016/j.ecoenv.2019.110066,Microplastics and seafood: lower trophic organisms at highest risk of contamination,"Microplastic debris is a prevalent global pollutant that poses a risk to marine organisms and ecological processes. It is also suspected to pose a risk to marine food security; however, these risks are currently poorly understood. In this review, we seek to understand the current knowledge pertaining to the contamination of commercially important fished and farmed marine organisms with microplastics, with the aim of answering the question ?€?Does microplastic pollution pose a risk to marine food security??€?. A semi-systematic review of studies investigating the number of microplastics found in commercially important organisms of different trophic levels suggests that microplastics do not biomagnify, and that organisms at lower trophic levels are more likely to contaminated by microplastic pollution than apex predators. We address the factors that influence microplastic consumption and retention by organisms. This research has implications for food safety and highlights the risks of microplastics to fisheries and aquaculture, and identifies current knowledge gaps within this research field. ?? 2019",
NBP93DHY,10.1016/j.envpol.2019.113691,Microplastics impair digestive performance but show little effects on antioxidant activity in mussels under low pH conditions,"In the marine environment, microplastic contamination and acidification may occur simultaneously, this study evaluated the effects of ocean acidification and microplastics on oxidative stress responses and digestive enzymes in mussels. The thick shell mussels Mytilus coruscus were exposed to four concentrations of polystyrene microspheres (diameter 2 ??m, 0, 10, 104 and 106 particles/L) under two pH levels (7.7 and 8.1) for 14 days followed by a 7-day recovery acclimation. Throughout the experiment, we found that microplastics and ocean acidification exerted little oxidative stress to the digestive gland. Only catalase (CAT) and glutathione (GSH) showed a significant increase along with increased microplastics during the experiment, but recovered to the control levels once these stressors were removed. No significant effects of pH and microplastics on glutathione peroxidase (GPx) and superoxide dismutase (SOD) were observed. The responses of digestive enzymes to both stressors were more pronounced than antioxidant enzymes. During the experiment, pepsin (PES), trypsin (TRS), alpha-amylase (AMS) and lipase (LPS) were significantly inhibited under microplastics exposure and this inhibition was aggravated by acidification conditions. Only PES and AMS tended to recover during the recovery period. Lysozyme (LZM) increased significantly under microplastic exposure conditions, but acidification did not exacerbate this effect. Therefore, combined stress of microplastics and ocean acidification slightly impacts oxidative responses but significantly inhibits digestive enzymes in mussels. ?? 2019 Elsevier Ltd",
KE9ZI2VK,10.1016/j.envint.2020.105460,Thirty years of marine debris in the Southern Ocean: Annual surveys of two island shores in the Scotia Sea,"We report on three decades of repeat surveys of beached marine debris at two locations in the Scotia Sea, in the Southwest Atlantic sector of the Southern Ocean. Between October 1989 and March 2019 10,112 items of beached debris were recovered from Main Bay, Bird Island, South Georgia in the northern Scotia Sea. The total mass of items (data from 1996 onwards) was 101 kg. Plastic was the most commonly recovered item (97.5% by number; 89% by mass) with the remainder made up of fabric, glass, metal, paper and rubber. Mean mass per item was 0.01 kg and the rate of accumulation was 100 items km???1 month???1. Analyses showed an increase in the number of debris items recovered (5.7 per year) but a decline in mean mass per item, suggesting a trend towards more, smaller items of debris at Bird Island. At Signy Island, South Orkney Islands, located in the southern Scotia Sea and within the Antarctic Treaty area, debris items were collected from three beaches, during the austral summer only, between 1991 and 2019. In total 1304 items with a mass of 268 kg were recovered. Plastic items contributed 84% by number and 80% by mass, with the remainder made up of metal (6% by number; 14% by mass), rubber (4% by number; 3% by mass), fabric, glass and paper (&lt;1% by number; 3% by mass). Mean mass per item was 0.2 kg and rate of accumulation was 3 items km???1 month???1. Accumulation rates were an order of magnitude higher on the western (windward) side of the island (13?€?17 items km???1 month???1) than the eastern side (1.5 items km???1 month???1). Analyses showed a slight decline in number and slight increase in mean mass of debris items over time at Signy Island. This study highlights the prevalence of anthropogenic marine debris (particularly plastic) in the Southern Ocean. It shows the importance of long-term monitoring efforts in attempting to catalogue marine debris and identify trends, and serves warning of the urgent need for a wider understanding of the extent of marine debris across the whole of the Southern Ocean. ?? 2020",
SCUEVSIM,10.1016/j.envpol.2019.113738,"Identification of microplastics in the sediments of southern coasts of the Caspian Sea, north of Iran","Microplastic (MPs) pollution in the aquatic and terrestrial environments has caught many attentions in the scientific literatures. Currently, no information is available about MPs pollution in Caspian Sea, the largest lake in the world. This study indicates the first report on the MPs pollution in the sediments of the southern Caspian coastal zones, northern Iran. Density separation method was conducted on 17 surficial sediments. The combination of observation techniques including SEM-EDS analysis, polarized light microscopy and Raman micro-spectroscopy were used to identify MPs. The abundance and size of microplastics in the samples ranged between 25 and 330 items/kg and 250?€?500 ??m, respectively. Fibers constituted the most common MPs shape and polystyrene (PS) and polyethylene (PE) were major polymer types in the samples. The distribution of MPs in the study area reflected a patchy and irregular spatial pattern implying that the higher MPs concentration are near mouth of permanent rivers and in the regions with higher level of the fishing and tourism activities. The results showed the wide occurrence of MPs in the sediments of the world's largest lake which extend the knowledge on MPs pollution in the marine system. We also recommend further research on microplastics in different compartments of Caspian Sea to inform policy discussions and the development of appropriate management responses. ?? 2019 Elsevier Ltd",
75RB28D2,10.1016/j.marpolbul.2019.110881,Marine plastic debris in Central Chile: Characterization and abundance of macroplastics and burden of persistent organic pollutants (POPs),"In this study, we characterized plastic debris (PD) found on beaches from Concepci??n Bay in central Chile during spring 2017 and summer 2018. The identification of polymers was carried out using FT-IR. Persistent organic pollutants (POPs) were extracted with hexane using an ultrasonic bath and further quantified through GC?€?MS. The highest abundance of PD was obtained during the summer (4.1 ?? 3.7 items/m2), with the most common size range between 2.5 and 10 cm (42%) and the most frequent shape were plastic fragments (44%). FT-IR analysis showed that polypropylene was the most recurrent plastic polymer found. The ???10PBDEs ranged from 2.1 to 1300 ng/g in spring 2017 and 392 to 3177 ng/g in summer 2018. ???7PCBs ranged from 0.9 to 93 ng/g during the spring 2017 and 0.3 to 4.5 ng/g for summer 2018. This study is the first with information on POPs occurrence in the plastic debris of central Chile. ?? 2020 Elsevier Ltd",
2NK5WS2Y,10.1016/j.marenvres.2020.104876,Adverse effects of plastic ingestion on the Mediterranean small-spotted catshark (Scyliorhinus canicula),"Plastics are widely diffused in the oceans and their ingestion by marine organisms is raising concern for potentially adverse effects. The risk of harmful interactions with marine plastic pollution depends on the biology of the species as well as the distribution and abundance of the different plastic types. The aim of this study was to assess the occurrence of plastic ingestion by the small-spotted catshark (Scyliorhinus canicula), one of the most abundant elasmobranchs in the Mediterranean Sea. The expression levels of genes indicative of total immune system function were analyzed to gather preliminary data for further investigation of any potential correlations between plastic presence and immune activation. One hundred catsharks were collected during the Spring 2018 in two geographic locations in the southern region of the central Mediterranean Sea: 1) near Mazara del Vallo, SW Sicily and 2) near Lampedusa island, Italy's southernmost. Standard measurements were recorded for each specimen and its organs and sex was determined. The gastrointestinal tract (GIT) was preserved for plastic detection and identification. Where present, plastics (macro- and micro-) were characterized in terms of size, shape and polymer typology through microscopy and ??-Raman spectroscopy. Spleen from a subset of thirty samples was preserved for RNA extraction, then used to quantify by real time PCR the transcripts of T cell receptor beta (TCRB), T cell receptor delta (TCRD) and IgM genes. The results indicated that ingestion of plastic is widespread, with microplastics (MP, from 1 ??m to <1 mm) abundantly present in nearly all samples and macroplasticplastic (MaP, > 1 cm) in approximately 18% of the specimens collected. A significant increase in the expression of TCRB, TCRD and IgM was observed in the spleen of MaP + specimens from Mazara del Vallo waters, in parallel with 67% increase in liver weight. While the presence of MP alone is not enough to induce a strong activation of the immunity, some type of plastics falling into the MaP category may be more toxic than others and crucial in the activation of the immune response. The results of this study represent a first evidence that plastic pollution represents an emerging threat to S. canicula, the Mediterranean food web and human consumers. ?? 2020 Elsevier Ltd",
4YQQJ6LA,10.1016/j.envpol.2019.113844,Sorption of PAHs to microplastic and their bioavailability and toxicity to marine copepods under co-exposure conditions,"Organic chemical pollutants associated with microplastic (MP) may represent an alternative exposure route for these chemicals to marine biota. However, the bioavailability of MP-sorbed organic pollutants under conditions where co-exposure occurs from the same compounds dissolved in the water phase has rarely been studied experimentally, especially where pollutant concentrations in the two phases are well characterized. Importantly, higher concentrations of organic pollutants on ingested MP may be less bioavailable to aquatic organisms than the same chemicals present in dissolved form in the surrounding water. In the current study, the sorption kinetics of two model polycyclic aromatic hydrocarbons (PAHs; fluoranthene and phenanthrene) to MP particles in natural seawater at 10 and 20 ??C were studied and the bioavailability of MP-sorbed PAHs to marine copepods investigated. Polyethylene (PE) and polystyrene (PS) microbeads with mean diameters ranging from 10 to 200 ??m were used to identify the role of MP polymer type and size on sorption mechanisms. Additionally, temperature dependence of sorption was investigated. Results indicated that adsorption dominated at lower temperatures and for smaller MP (10 ??m), while absorption was the prevailing process for larger MP (100 ??m). Monolayer sorption dominated at lower PAH concentrations, while multilayer sorption dominated at higher concentrations. PE particles representing ingestible (10 ??m) and non-ingestible (100 ??m) MP for the marine copepod species Acartia tonsa and Calanus finmarchicus were used to investigate the availability and toxicity of MP-sorbed PAHs. Studies were conducted under co-exposure conditions where the PAHs were also present in the dissolved phase (Cfree), thereby representing more environmentally relevant exposure scenarios. Cfree reduction through MP sorption was reflected in a corresponding reduction of lethality and bioaccumulation, with no difference observed between ingestible and non-ingestible MP. This indicates that only free dissolved PAHs are significantly bioavailable to copepods under co-exposure conditions with MP-sorbed PAHs. ?? 2019 The Authors MP-sorbed PAHs do not significantly accumulate or contribute to toxicity in marine copepods when co-exposed with the same chemicals in the dissolved phase. ?? 2019 The Authors",
6EAPNK42,10.1016/j.envpol.2019.113413,"Sampling microfibres at the sea surface: The effects of mesh size, sample volume and water depth","Microfibres are one of the most ubiquitous particulate pollutants, occurring in all environmental compartments. They are often assumed to be microplastics, but include natural as well as synthetic textile fibres and are perhaps best treated as a separate class of pollutants given the challenges they pose in terms of identification and contamination. Microfibres have been largely ignored by traditional methods used to sample floating microplastics at sea, which use 300?€?500 ??m mesh nets that are too coarse to sample most textile fibres. There is thus a need for a consistent set of methods for sampling microfibres in seawater. We processed bulk water samples through 0.7?€?63 ??m filters to collect microfibres in three ocean basins. Fibre density increased as mesh size decreased: 20 ??m mesh sampled 41% more fibres than 63 ??m, and 0.7 ??m filters sampled 44% more fibres than 25 ??m mesh, but mesh size (20?€?63 ??m) had little effect on the size of fibres retained. Fibre density decreased with sample volume when processed through larger mesh filters, presumably because more fibres were flushed through the filters. Microfibres averaged 2.5 times more abundant at the sea surface than in water sampled 5 m sub-surface. However, the data were noisy; counts of replicate 10-L samples had low repeatability (0.15?€?0.36; CV = 56%), suggesting that single samples provide only a rough estimate of microfibre abundance. We propose that sampling for microfibres should use a combination of <1 ??m and 20?€?25 ??m filters and process multiple samples to offset high within-site variability in microfibre densities. ?? 2019 Elsevier Ltd",
BCAX2J3X,10.1016/j.marpolbul.2020.110914,Baseline analysis of metal(loid)s on microplastics collected from the Australian shoreline using citizen science,"Microplastics are an emerging contaminant in aquatic environments. Information on the occurrence and characteristics of microplastics in Australia is limited and their interactions with chemical contaminants have not been addressed. Therefore, the aim of this study was to generate baseline information on the physical and chemical characteristics of microplastics on Australian shorelines to facilitate further detailed risk assessment. Field collected microplastics were categorised by colour, shape and polymer type. Plastic particles were primarily clear, blue, white and green and consisted mainly of fragments (57.80%) and pellets (30.68%). Polymer characterisation revealed that shoreline microplastics were polyethylene (53.17%), polypropylene (35.17%), polystyrene (6.61%) and polyethylene terephthalate (1.85%). Analysis of metal(loid)s found that concentrations of Mn, Cr, Cu, As, Zn and Pb were significantly higher on microplastics associated with industrial locations compared with other land uses, indicating that aged microplastics have the potential to adsorb toxic metals and that metals levels may be location-dependent. ?? 2020",
XSBL5UC2,10.1016/j.marpolbul.2020.110925,"Plastic ingestion by seabirds in New Caledonia, South Pacific","The accumulation of plastic pollutants in marine environments has many adverse effects on wildlife. In particular, marine predators are often exposed to accidental plastic ingestion, that may negatively affect survival due to the concentration of debris in the digestive tract. Among the species most vulnerable to plastic ingestion, seabirds are of major interest for conservation because of their wide foraging areas, long generation time and extended lifespan. We analysed stomach contents of 90 seabird specimens from 12 different species collected in New Caledonia to assess the local prevalence of plastic ingestion. Overall, we found plastic debris in 14.4% of sampled individuals, exclusively in procellariids: Gould's Petrel (41.2%, highest incidence), Tahiti Petrel (33.3%) and Wedge-tailed Shearwater (7.7%). To our knowledge, this study is the first characterization of plastic ingestion in seabirds from New Caledonia and our results show an overall lower ingestion prevalence compared to other assessments in the tropical Pacific. ?? 2020 Elsevier Ltd",
VM4SRCZN,10.1016/j.envpol.2019.113766,Distribution and characterization of microplastic particles and textile microfibers in Adriatic food webs: General insights for biomonitoring strategies,"This study provided a comprehensive characterization on ingestion of different typologies of microplastics in several fish and invertebrate species from the Adriatic Sea, considered as a preferential area of plastic accumulation in the Mediterranean. Almost 500 organisms were sampled in the three sectors of Northern, Central and Southern Adriatic, testing the hypothesis that area of collection, habitat and feeding strategy might influence the occurrence of plastic particles in biota. In this study, the overall characterization considered separately plastic microparticles (MPs) from textile microfibers (MFs) which also included natural and semi-synthetic ones. Ingestion of MPs was a widespread phenomenon, but their number (typically 1 or 2) did not reveal any significant relationship with biometric values, geographical areas or ecological features of the species. Conversely, the frequency of ingestion, ranging from 13 to 35% of organisms containing MPs, appeared a more reliable index to highlight such differences, revealing higher values in species from Central and Southern basins compared to the Northern one, as well as in benthopelagic compared to benthic or pelagic organisms. Geographical differences also occurred in terms of size and typology of ingested particles, suggesting the importance of local river runoffs and surface currents dynamics. Textile microfibers (MFs) were also abundant in Adriatic food webs occurring in all the analyzed species with average numbers (3?€?10) and frequencies (40?€?70%) higher than those reported for MPs; further, an elevated percentage of MFs (>80%) was of natural or semi-synthetic origin. Overall, this study provided general insights toward the harmonization of a common biomonitoring strategy, as in the context of MSFD, including the suggestion of a frequency-based index and of a multi-species approach to increase the ecological relevance of assessment, as well as the comparability between different areas and trophic webs. An extensive characterization revealed the distribution of microplastic particles and textile microfibers in several fish and invertebrates from the Adriatic Sea. Frequency of ingestion appeared a more reliable index than number of ingested particles to reveal geographical differences which occurred in terms of size and typology of particles. ?? 2019 Elsevier Ltd",
4FLIKE94,10.1016/j.envpol.2019.113680,Who's better at spotting? A comparison between aerial photography and observer-based methods to monitor floating marine litter and marine mega-fauna,"Pollution by marine litter is raising major concerns due to its potential impact on marine biodiversity and, above all, on endangered mega-fauna species, such as cetaceans and sea turtles. The density and distribution of marine litter and mega-fauna have been traditionally monitored through observer-based methods, yet the advent of new technologies has introduced aerial photography as an alternative monitoring method. However, to integrate results produced by different monitoring techniques and consider the photographic method a viable alternative, this ?€?new?€? methodology must be validated. This study aims to compare observations obtained from the concurrent application of observer-based and photographic methods during aerial surveys. To do so, a Partenavia P-68 aircraft equipped with an RGB sensor was used to monitor the waters off the Spanish Mediterranean coast along 12 transects (941 km). Over 10000 images were collected and checked manually by a photo-interpreter to detect potential targets, which were classified as floating marine macro-litter, mega-fauna and seabirds. The two methods allowed the detection of items from the three categories and proved equally effective for the detection of cetaceans, sea turtles and large fish on the sea surface. However, the photographic method was more effective for floating litter detection and the observer-based method was more effective for seabird detection. These results provide the first validation of the use of aerial photography to monitor floating litter and mega-fauna over the marine surface. ?? 2019 Elsevier Ltd",
D3MF6XES,10.1016/j.ecolecon.2019.106521,Valuation of marine plastic pollution in the European Arctic: Applying an integrated choice and latent variable model to contingent valuation,"Despite its remoteness, marine plastic pollution is a significant environmental problem in the Arctic. In Svalbard, for example, plastics are found on the shorelines, in the water column, on the ocean floor and in the ice. Organisms have been observed to be entangled in nets and ingestion of plastics has been documented in a range of organisms. Notably almost all Arctic bird species have been found to have ingested plastic, with Northern fulmars being particularly affected, with 89 % of samples recorded as having ingested plastic. Identification and valuation of ecosystem services affected by marine plastic pollution can provide input for decision makers in evaluating and comparing management policies concerning this unique environment. This study employs the contingent valuation method (CVM) for eliciting the willingness to pay (WTP) of Norwegian households for reducing marine plastic pollution around the archipelago of Svalbard. An Integrated Choice and Latent Variable model (ICLV) is employed to explore attitudinal determinants of WTP. We find an average WTP for an initiative to reduce marine plastics of NOK 5,485 (USD 642) per household per year. The ICLV results reveal that people who are relatively more concerned about marine plastic pollution and who deem the proposed initiative effective are willing to pay more (up to 85 % and 50 %, respectively). The use of ICLV models in CVM and recommendations for future research are discussed. ?? 2019 Elsevier B.V.",
